pr_id,comment_id,source,author_login,actor_class,is_pr_author,is_study_author,eligible_as_independent_gold_candidate,is_process_only,text,path,class,atomic_issue_id,in_reference_set
1313,5227370818,issue,Ahmedhossamdev,human,false,false,true,false,"Verified the premise of the prefix fix against real data rather than taking it on trust: pulled the live Puget Sound alerts export (/api/gtfs_realtime/alerts-for-agency/1.pb) and protoc --decode_raw confirms FeedEntity.id already carries the agency prefix (1_86736, 1_89529), while the informed entities inside carry raw IDs. So 1_1_86736 was real and 1_86736 is the right output. The one-source approach in TripSituations also matches BeanFactoryV2.getTripDetails, which builds situationIds and references.situations from the same bean list.

One thing to fix: situationCollector dedupes on the agency-scoped ID rather than the alert ID, so at a stop served by a route from another agency the same alert can be emitted twice under two IDs. Details inline. The singular arrival-and-departure-for-stop also changed without a test, and it is one more row in the table you already wrote.",,,1313-005,false
1313,5289688920,issue,Ahmedhossamdev,human,false,false,true,false,"Hey @ARCoder181105 
Could you fix the merge conflicts?",,,1313-006,false
1313,3741249976,inline,Ahmedhossamdev,human,false,false,true,false,"> Must fix. `situationCollector` dedupes on `ref.ID`, which is agency-scoped, but
> trip alerts come in under `route.AgencyID` here and stop alerts under
> `alertAgencyID` at line 621. At a stop served by a route from another agency,
> one alert arrives on both paths with two different IDs and lands in
> `references.situations` twice. The old `collectedAlerts` map deduped on the raw
> alert ID so this could not happen. KCM alert `1_86736` has informed entities of
> `{agency: 1, route: 100264, stop: 10190}`, so it hits both `alertIdx.byRoute`
> and `alertIdx.byStop`.
>
> Java avoids this by fixing the alert ID at ingest from the feed's agency
> (`GtfsRealtimeSource.createId`), never from whichever route matched. Resolving
> the agency once per alert, from its informed entity or the feed's
> `agency-ids[0]`, and passing that into `situationRefsFromAlerts` would give an
> alert one ID on every path. Deduping on `alert.ID` alone would fix the
> duplicate but leave entries pointing at whichever prefix lost.",internal/restapi/arrivals_and_departures_for_stop_handler.go,,1313-015,false
1313,3741251478,inline,Ahmedhossamdev,human,false,false,true,false,"Add a case for arrival-and-departure-for-stop. The singular handler changed at lines 401 and 598 and is the only one of the six endpoints with no new coverage. It needs a tripId and serviceDate alongside the stop, so it does not drop into the table as cleanly as the others, but the assertion body is the same.",internal/restapi/situation_references_test.go,,1313-016,false
1313,3741252614,inline,Ahmedhossamdev,human,false,false,true,false,"Low priority, no change needed. Worth calling out in the PR description that this diverges from Java, which prefixes unconditionally in GtfsRealtimeSource.createId, and from every other ID in maglev, which goes through FormCombinedID. The prefix check also skips an alert whose raw ID starts with the agency ID plus an underscore, which is a plausible shape for a numeric agency. Right call for the feeds that exist, just not self-evident from the code.",internal/restapi/reference_utils.go,,1313-017,false
1313,3771182769,inline,burma-shave,human,false,false,true,false,"`TripSituations` here re-resolves the same trip's alerts that `BuildTripStatus` (line 232) already resolved via `GetSituationIDsForTrip` → `situationRefsForTrip`, which does its own `GetTrip`+`GetRoute` lookup. `trip.ID` and `tripID` are the same value — the comment right above this line already notes that — so this doubles the DB round-trip for every trip-details request, the same class of duplicate lookup this PR's own description says it removed elsewhere. Consider resolving `situationRefsForTrip` once and threading the result into both `status.SituationIDs` and the entry/reference building, the way `trips_for_route_handler.go`'s `tripSituationRefs` already avoids re-querying for trips it has already loaded.",internal/restapi/trip_details_handler.go,,1313-024,false
1313,3771182775,inline,burma-shave,human,false,false,true,false,"Same redundant lookup as in `trip_details_handler.go`: `TripSituations(ctx, tripID)` re-resolves what `BuildTripStatus` (line 73) already resolved for the identical `tripID`, doubling `GetTrip`+`GetRoute` per request. The comment above (""BuildTripStatus above was given this same tripID..."") documents the coincidence without acting on it — worth the same fix as the sibling handlers.",internal/restapi/trip_for_vehicle_handler.go,,1313-025,false
1313,3771182780,inline,burma-shave,human,false,false,true,false,"Same pattern again: `BuildTripStatus` (line 360) already resolves this trip's situations internally, and `TripSituations(ctx, tripID)` here re-resolves the identical trip right after. The PR description says the duplicate trip lookup was dropped for this handler — this is a *different* duplicate lookup than the one that was fixed, and it's still here.",internal/restapi/arrival_and_departure_for_stop_handler.go,,1313-026,false
1313,3771182784,inline,burma-shave,human,false,false,true,false,"Now that `TripSituations` (`reference_utils.go`) runs the same `situationRefsForTrip` call and extracts IDs the same way, this could delegate — `ids, _ := api.TripSituations(ctx, tripID); return ids` — instead of re-implementing the extraction loop. Minor, but two copies of the same loop is one more place a future change to ID derivation has to be applied twice.",internal/restapi/trips_helper.go,,1313-027,false
1313,3771182788,inline,burma-shave,human,false,false,true,false,"This `tripSituationRefs` call always misses the `tripsByID` cache for a DUPLICATED trip, because `baseTrip` is only fetched and added to `fetchedTrips`/`filteredRouteTrips` a few lines below (around line 490) — and even there it's never added to `tripsByID`. Compare the interlined-trip path above (line ~375), which explicitly caches `resolution.SelectedTrip` into `tripsByID` with a comment explaining exactly why: an unindexed trip sends situation lookups back to the database. Every DUPLICATED trip therefore falls back to a full `situationRefsForTrip` DB round-trip here, even though `baseTrip` gets fetched moments later for that same ID by the `GetTrip` call below. Resolving `baseTrip` before this call (instead of after) and adding it to `tripsByID` would let this reuse the same cache the interlined path already relies on, and would also remove the separate `GetTrip` call below for the same trip.",internal/restapi/trips_for_route_handler.go,,1313-028,false
