pr_id,comment_id,source,author_login,actor_class,is_pr_author,is_study_author,eligible_as_independent_gold_candidate,is_process_only,text,path,class,atomic_issue_id,in_reference_set
1317,5230255076,issue,aaronbrethorst,human,false,false,true,false,"### Code review

Found 1 issue:

1. The new scheduled-candidate pass issues one DB query per candidate trip. `scheduledTripIDsInBounds` calls `scheduledPositionAtTime` inside `for _, trip := range trips`, and that helper calls `api.fetchStopCoordsForStopTimes(ctx, stopTimes)` — a `GetStopsByIDs` round trip for every single candidate. Everything else feeding that loop is deliberately batched (`stopTimesByTrip`, `shapePointsForTrips` with its shape-ID dedup), so this is the one unbatched lookup left, and it now fires on every trips-for-location request rather than only when a block snapshot is built. It is also the expensive kind of query: `GetStopsByIDs` uses sqlc's `/*SLICE:stop_ids*/` rewriting, so `q.query(ctx, nil, ...)` passes a nil statement and SQLite re-parses the rewritten SQL on each call — no prepared-statement reuse. The batched shape already exists in the codebase: `scheduled_block_helper.go:310` calls `fetchStopCoordsForStopTimes` once over a union of stop times and passes the resulting map down. Hoisting the same union here (one `GetStopsByIDs` over all candidates' stop times, map passed into `scheduledPositionAtTime`) removes N-1 queries. (CLAUDE.md lists ""Batch Queries (N+1 prevention)"" — `GetStopsByIDs` among them — as a first-class database pattern.)

https://github.com/OneBusAway/maglev/blob/fd07f814abcb63410e435ac146a3e63dbeaf51df/internal/restapi/trips_helper.go#L1340-L1346

🤖 Generated with [Claude Code](https://claude.ai/code)

<sub>- If this code review was useful, please react with 👍. Otherwise, react with 👎.</sub>
",,,1317-002,false
1317,5288357795,issue,aaronbrethorst,human,false,false,true,false,"### Code review

Re-reviewed at 2c49d60. The per-candidate `GetStopsByIDs` from the last round is hoisted, the shape-point grouping is unified behind `shapePointsForTrips`, and the shapeless-trip exclusion is documented — all three addressed. Two new findings, both in the new candidate pass.

Found 2 issues:

1. The new candidate query passes the uncapped in-bounds stop set straight into `IN (...)`, bypassing the batching added two commits earlier in this same branch. `inServiceTripIDs` hands `GetInServiceTripIDsForStops` the full `stopIDs` slice — the deliberately uncapped set from `GetStopsInBounds(ctx, ..., 0, true)` — plus `len(serviceIDs)+1` more bind variables, once per service day. ""Batch the candidate stop query's bind variables"" (baafdefe) put exactly that slice through `candidateTripIDsForStops` at 900 per statement, and the doc comment on `stopIDsPerTripIDQuery` in this same file says why: ""SQLite rejects a statement carrying more bind variables than it allows rather than truncating it. Kept well under the oldest limit (999) so the batch size does not depend on which SQLite the build links against."" The new query is held to neither bound. When it trips, `scheduledTripIDsInBounds` propagates the error to `serverErrorResponse`, so a dense bounding box 500s the whole endpoint where it previously returned the real-time trips. Reusing `stopIDsPerTripIDQuery` and looping is the same shape as the existing helper. (CONTRIBUTING.md: ""Before writing new logic, check whether it already exists — this is the single most common category of review comment."")

https://github.com/OneBusAway/maglev/blob/2c49d6045bd0ed61f8c03873e30d1e395e6b0050/internal/restapi/trips_for_location_handler.go#L369-L378

2. The hoisted stop fetch has the same unbatched-slice problem, one size larger, and fails silently rather than loudly. `unionStopTimes` collects the stop times of *every* candidate trip, so the ID list is every stop those trips touch — not just the in-bounds ones — which makes it strictly larger than the set issue 1 is about. `fetchStopCoordsForStopTimes` logs and returns nil on a query error (`scheduled_block_helper.go:602-611`), and its own comment spells out the consequence: `projectStopsInSequence` then writes 0 for every stop, `interpolateDistanceAtScheduledTime` returns 0, and `positionAndOrientationAtDistance` takes the `distance <= 0` branch and returns `shapePoints[0]`. Every candidate is then bounds-tested at the *start of its shape*, so the endpoint returns a silently wrong trip set with a 200 rather than an error. Worth noting the `emitBlockStops` precedent this copies (a3fa1465) unions one block's trips — a handful — not a metro-wide candidate set, so the size bound doesn't carry over.

https://github.com/OneBusAway/maglev/blob/2c49d6045bd0ed61f8c03873e30d1e395e6b0050/internal/restapi/trips_for_location_handler.go#L312-L317

Not blocking, for the record: `scheduledPositionAtTime` re-composes the exact sequence `applyScheduledTripPositionToStatus` already runs (`preCalculateCumulativeDistances` → `projectStopsInSequence` → `interpolateDistanceAtScheduledTime` → `positionAndOrientationAtDistance`). a3fa1465 collapsed a duplicate of this same projection precisely because the two copies had drifted; a shared core returning the distance alongside the position would serve both. Also note the branch is currently in conflict with main.

🤖 Generated with [Claude Code](https://claude.ai/code)

<sub>- If this code review was useful, please react with 👍. Otherwise, react with 👎.</sub>
",,,1317-004,false
1317,5339325368,issue,aaronbrethorst,human,false,false,true,false,"### Code review

Found 2 issues:

1. `TestFetchStopCoordsForStopTimes_BatchesLargeStopSets` cannot span more than one batch, so it does not guard the regression its doc comment claims. `fetchStopCoordsForStopTimes` dedupes stop IDs into `ids` before it queries, so the size that reaches `queryInBatches` is the number of *unique* stops — 375 in the RABA fixture — not `len(stopTimes)`. The loop appends the whole `ListStops` result repeatedly until `len(stopTimes) > idsPerBatchedQuery`, and `require.Greater(t, len(stopTimes), idsPerBatchedQuery)` asserts against that padded slice, but every appended ID is a duplicate of one already there. With 375 unique IDs against a 900 batch size the helper always issues exactly one query, so reverting `queryInBatches(ctx, ids, ...)` back to `GetStopsByIDs(ctx, ids)` leaves this test green. The two sibling tests added in the same commit (`TestCandidateTripIDsForStops_BatchesLargeStopSets`, `TestInServiceTripIDs_BatchesLargeStopSets`) do reach the multi-batch path because their callees don't dedupe; this one doesn't. Padding to `idsPerBatchedQuery+1` *distinct* IDs (synthesizing IDs, or asserting batch count through a fake query func the way `TestQueryInBatches` does) would make it bite. (CONTRIBUTING.md: ""Every new branch or condition introduced by a PR needs test coverage"".)

https://github.com/OneBusAway/maglev/blob/0ab0302f42546e768f67bb2a66a421b5b79a63d4/internal/restapi/scheduled_block_helper_test.go#L500-L512

2. The stop-coordinate lookup is still the one query in the scheduled pass whose failure is swallowed. `43943add` changed the consequence of a nil map from ""every candidate is placed at the start of its shape"" to ""every candidate is dropped,"" which fixes the wrong-positions half of the earlier finding, but the endpoint still answers 200. `fetchStopCoordsForStopTimes` returns nil on a `GetStopsByIDs` error (`scheduled_block_helper.go:625-633`) and `scheduledTripIDsInBounds` doesn't inspect it, so a real DB outage silently returns the response as if no trip were scheduled anywhere in the box — indistinguishable from an empty schedule. Every other lookup in this same function (`GetTripsByIDs`, `stopTimesByTrip`, `shapePointsForTrips`) propagates to `serverErrorResponse`; this one is the exception, and the new doc comment on `scheduledPositionAtTime` says why it matters here specifically — ""this result feeds a bounds-membership test deciding whether a trip is included in the response."" A variant that returns `(map, error)` for this caller, or checking for a nil map when `unionStopTimes` was non-empty, keeps the failure loud. (CONTRIBUTING.md: ""any other error should go through `serverErrorResponse` (500). Collapsing every error into a 404 hides real outages behind a 'not found' response."")

https://github.com/OneBusAway/maglev/blob/0ab0302f42546e768f67bb2a66a421b5b79a63d4/internal/restapi/trips_for_location_handler.go#L285-L293

🤖 Generated with [Claude Code](https://claude.ai/code)

<sub>- If this code review was useful, please react with 👍. Otherwise, react with 👎.</sub>
",,,1317-006,false
1317,5459088077,issue,burma-shave,human,false,false,true,false,"@ARCoder181105 checking in on this older PR. It is still blocked by merge conflicts and failing tests. Could you please merge `main`, resolve the conflicts/test failures, and let us know when it is ready for re-review?
",,,1317-008,false
1317,3827408476,inline,burma-shave,human,false,false,true,false,"**Candidate discovery is trip-scoped; Java's is block-scoped, and this endpoint's whole point is closing that gap.**

A GTFS block is the sequence of trips one physical vehicle runs in a day. Java's `ScheduledBlockLocationServiceImpl.getScheduledBlockLocationBetweenStopTimes` (lines 290-382) interpolates over the *whole block's* stop times, not one trip's — including the layover between trip A ending and trip B starting. Its own comment at line 335 (""Are we between trips? Where is the transition point?"") shows this is deliberate: a vehicle in a scheduled layover still gets `inService=true` and a real interpolated position (line 301, set unconditionally). `AbstractBlockLocationServiceImpl.java:266-273` confirms `null` (no position) only happens before the block starts or after it ends entirely — never at a trip boundary inside it.

`inServiceTripIDs`/`scheduledTripIDsInBounds` here only ask whether *one trip's own* `[min_arrival_time, max_departure_time]` contains the query moment. A bus in a scheduled layover — finished trip A, hasn't started trip B, no live GTFS-RT position — falls into neither trip's span and gets no schedule-derived entry at all. Since the PR's stated purpose is producing a schedule-derived position whenever there's no live vehicle, this is a gap in the feature itself, not an adjacent concern.

The good news: the hard part is already built. `scheduled_block_helper.go`'s `computeScheduledBlockSnapshot` already does Java-equivalent block/shift-level interpolation — including active-trip transition at exactly the boundary Java uses (`assignActiveTrip`'s comment cites `ScheduledBlockLocationServiceImpl.java:337-352` directly) — and it's already used by `buildTripStatusCore` for trip-details. It's also cache-aware per shift, so calling it for multiple candidates in the same block within one request is cheap by design.

The real work is candidate discovery: today a layover trip is only found if it itself serves an in-bounds stop. You'd need to anchor discovery on ""any trip in a shift that serves an in-bounds stop"" (grouped by `block_id`/service_id rather than per-trip), then call `computeScheduledBlockSnapshot` on that anchor to find the shift's actual active trip and position, deduping candidates by `ActiveTripID` rather than by whichever trip anchored the discovery. Real design work, but reusing existing, tested machinery rather than inventing new interpolation.",internal/restapi/trips_for_location_handler.go,,1317-021,false
1317,3827408479,inline,burma-shave,human,false,false,true,false,"**Strict containment here, but Java (and this codebase's own `runsOn`) uses a `[now-30min, now+10min]` grace window at this exact step.**

`min_arrival_time <= since_midnight AND max_departure_time >= since_midnight` requires the query moment to fall strictly inside a trip's own span. But `BlockStatusServiceImpl.getBlocksForBounds` (lines 192-199) builds `timeFrom = time - runningLateWindow*1000` / `timeTo = time + runningEarlyWindow*1000` before searching for candidates, and `BlockCalendarServiceImpl.findBlockTripsInRange` (lines 267-277) does the equivalent of `maxDeparture >= timeFrom AND minArrival <= timeTo` — the same overlap-with-buffer shape as this codebase's own `serviceDateResolver.runsOn` (`trips_helper.go:1342-1343`), whose comment says explicitly it's there to match Java.

So this query is stricter than both Java and the rest of this codebase: a trip that ended in the last 30 minutes, or starts in the next 10, with no live vehicle, is never offered as a schedule-derived candidate here, even though Java's own definition of ""running"" (which this codebase otherwise carefully mirrors) would still count it.

Can `since_midnight` be checked against `[since_midnight - runningLate, since_midnight + runningEarly]` here instead of the bare value, matching `runsOn`? `runningLate`/`runningEarly` are already defined as constants in `trips_helper.go` if the caller wants to pass a widened value instead of changing the SQL's comparison directly.",gtfsdb/query.sql,,1317-022,false
1317,3827408480,inline,burma-shave,human,false,false,true,false,"**Same query, a second issue: only one of its two unbounded slice params is batched.**

`GetInServiceTripIDsForStopsParams` binds both `StopIds` and `ServiceIds` as SQLite `IN (...)` slices, plus the `SinceMidnight` scalar. This call batches `StopIds` at `idsPerBatchedQuery` (900) via `queryInBatches`, but `ServiceIds` (`day.serviceIDs`) goes through unbounded and in full on every batch. For an agency with more than ~99 distinct active service IDs on a given day, a full 900-stop batch plus that unbounded service-ID slice can push the total past SQLite's 999-variable limit, and the query fails outright — a 500, not silent degradation.

Every other `queryInBatches` caller in this file (`GetRouteIDsForStops`, `GetStopsByIDs`, `GetTripsByIDs`, etc.) binds exactly one slice, so this is a new failure mode this PR introduces by combining two unbounded slices through the same helper. Worth fixing alongside the window change above, since both touch this same call.",internal/restapi/trips_for_location_handler.go,,1317-023,false
1317,3827408481,inline,burma-shave,human,false,false,true,false,"Minor, non-blocking: per CONTRIBUTING.md, bounds/geometry helpers belong in `internal/utils/geometry.go` (where `CoordinateBounds` itself already lives), not `internal/restapi`. `internal/gtfs/gtfs_manager.go:413` already inlines this exact same lat/lon-in-bounds check — moving this one to `utils` would let that call site reuse it too, instead of the codebase carrying two independent copies of the same comparison.",internal/restapi/trips_for_location_handler.go,,1317-024,false
1317,3827408483,inline,burma-shave,human,false,false,true,false,"Minor, non-blocking: this returns `visible, nil` on cancellation, but every other cancellation check in this same handler (lines 59-60, 121-122, 628-629) calls `clientCanceledResponse` instead. In practice the handler re-checks `ctx.Err()` at line 121 before ever sending a response, so this doesn't currently produce a wrong response — just an inconsistent pattern within one function's own call chain, worth aligning if you're touching this function anyway for the block/window changes above.",internal/restapi/trips_for_location_handler.go,,1317-025,false
1317,4890748341,review_body,aaronbrethorst,human,false,false,true,false,"This is good work and the hardest piece of the stack. The schedule-derived candidate pass is well factored, checking both the query day and the previous service day is right, excluding trips that already have a live vehicle avoids double-placing them, and the care you took with sqlc placeholder ordering in the new query checks out. The batching discipline elsewhere in the change is exactly what I'd want.

Which is why the one gap stands out.

**`scheduledPositionAtTime` issues a `GetStopsByIDs` per candidate trip.** `scheduledTripIDsInBounds` calls it inside the per-trip loop, and that helper calls `fetchStopCoordsForStopTimes` unconditionally. Every other input to that loop is deliberately batched — stop times, shape points, trips — so this one reads as an oversight rather than a choice. `GetStopsByIDs` uses sqlc slice-rewriting, so it can't use a prepared statement and re-parses SQL on every call, and your own KCM numbers put the candidate set in the hundreds. `scheduled_block_helper.go:310` already has the batched union form to copy.

Hoisting the stop-coordinate fetch out of the loop should be mechanical.

Two smaller things, neither blocking:

- Shape points are fetched and grouped twice per request — once in `shapePointsForTrips` for candidates, then again in `buildTripsForLocationEntries` for the final superset. One redundant batched query.
- Scheduled trips with no `shape_id`, or fewer than two shape points, are silently excluded, so a shapeless feed gets no benefit from this change. Reasonable given you can't bounds-test without geometry, but it deserves a line in the ""Known limitation"" section since the nearest in-bounds stop was available as a fallback.

On CodeRabbit's comment about a canceled request producing a 200 with no body: I checked, and the mechanism it describes is real but it's pre-existing on `main` — `trips_for_location_handler.go` already returns a nil slice on early cancellation and the caller already short-circuits before the `ctx.Err()` check. Not introduced by this PR, and not yours to fix here. I'll open it separately.

Ordering note: this is the top of the stack, so #1313 → #1314 → #1315 → #1316 all need to land first.

Re-review once the per-trip query is hoisted.
",,,1317-034,false
